OG0001049	OX359246.1	9766416	9800061
OG0001062	OX359247.1	21303274	21306677
OG0001063	OX359245.1	31990783	31991489
OG0001067	OX359246.1	23646285	23650448
OG0001069	OX359249.1	13597000	13598359
OG0001070	OX359245.1	16661638	16661989
OG0001077	OX359245.1	16469374	16469871
OG0001090	OX359249.1	22231242	22233758
OG0001107	OX359245.1	21258972	21261108
OG0001108	OX359249.1	27269031	27270453
OG0001127	OX359247.1	24017046	24031945
OG0001137	OX359246.1	10309565	10313394
OG0001139	OX359245.1	74949253	74951645
OG0001150	OX359246.1	47992537	47997219
OG0001151	OX359247.1	40454384	40456240
OG0001157	OX359247.1	14781754	14782815
OG0001170	OX359250.1	41198055	41198882
OG0001172	OX359249.1	19068156	19072496
OG0001175	OX359249.1	10036013	10094791
OG0001176	OX359246.1	74513739	74520303
OG0001178	OX359250.1	9719537	9720872
OG0001183	OX359245.1	57331876	57333198
OG0001185	OX359246.1	58264179	58266849
OG0001186	OX359247.1	35512814	35514890
OG0001197	OX359246.1	68136136	68136897
OG0001199	OX359249.1	38496756	38499858
OG0001200	OX359247.1	14602126	14608006
OG0001206	OX359249.1	46662608	46712387
OG0001210	OX359247.1	58531297	58551004
OG0001212	OX359246.1	44115966	44119987
OG0001214	OX359248.1	25971150	25974462
OG0001231	OX359248.1	25204077	25206124
OG0001232	OX359247.1	56475650	56478793
OG0001238	OX359246.1	46458887	46512805
OG0001239	OX359248.1	21931592	21941584
OG0001246	OX359246.1	48419754	48421883
OG0001250	OX359247.1	52619358	52621185
OG0001251	OX359247.1	31964373	31964659
OG0001264	OX359250.1	11156698	11159162
OG0001266	OX359245.1	4387994	4393725
OG0001267	OX359245.1	27885173	27948940
OG0001270	OX359249.1	52466720	52471125
OG0001271	OX359246.1	17264412	17266550
OG0001273	OX359247.1	8527664	8531829
OG0001276	OX359248.1	8501950	8503322
OG0001291	OX359247.1	64760069	64762907
OG0001295	OX359250.1	15878635	15884033
OG0001301	OX359249.1	49584523	49587342
OG0001302	OX359248.1	35746599	35748207
OG0001303	OX359249.1	12998399	13001205
OG0001305	OX359247.1	49509105	49512843
OG0001309	OX359246.1	44032042	44043495
OG0001314	OX359247.1	29689274	29691168
OG0001315	OX359245.1	17841454	17846383
OG0001318	OX359250.1	11154926	11155735
OG0001320	OX359248.1	10850902	10853098
OG0001329	OX359248.1	18349922	18352100
OG0001340	OX359248.1	7676611	7678638
OG0001341	OX359249.1	17179134	17180023
OG0001346	OX359249.1	19248332	19250668
OG0001347	OX359246.1	30649975	30653580
OG0001348	OX359246.1	41947873	41959383
OG0001350	OX359247.1	46880266	46917391
OG0001351	OX359247.1	62666492	62700550
OG0001367	OX359245.1	58727447	58727726
OG0001369	OX359248.1	18769725	18771565
OG0001372	OX359245.1	31533794	31534643
OG0001376	OX359245.1	26298402	26301191
OG0001377	OX359250.1	7763498	7771519
OG0001382	OX359249.1	461181	463401
OG0001384	OX359245.1	15136424	15138314
OG0001390	OX359250.1	7124627	7142493
OG0001391	OX359250.1	15656691	15657275
OG0001393	OX359248.1	13847926	13853280
OG0001405	OX359248.1	1781277	1782884
OG0001422	OX359249.1	13201405	13203978
OG0001423	OX359249.1	24315698	24319095
OG0001433	OX359246.1	3137952	3138929
OG0001434	OX359248.1	10683063	10684954
OG0001436	OX359245.1	52146654	52147268
OG0001446	OX359246.1	24017831	24020275
OG0001452	OX359247.1	12544599	12547812
OG0001463	OX359245.1	40545400	40546284
OG0001465	OX359250.1	25525073	25526964
OG0001466	OX359247.1	51463327	51471013
OG0001467	OX359247.1	59237590	59246960
OG0001471	OX359247.1	27561175	27566247
OG0001473	OX359248.1	27272236	27274623
OG0001474	OX359248.1	33201222	33278580
OG0001490	OX359247.1	1872936	1873745
OG0001492	OX359250.1	29720556	29724371
OG0001497	OX359246.1	59059722	59062349
OG0001502	OX359250.1	38924081	38942077
OG0001503	OX359250.1	6713381	6715711
OG0001505	OX359248.1	11957230	11961491
OG0001507	OX359245.1	21020322	21021302
OG0001513	OX359250.1	7640763	7648757
OG0001516	OX359248.1	20730599	20738471
OG0001517	OX359248.1	42664896	42668218
OG0001527	OX359249.1	28370550	28372762
OG0001529	OX359245.1	11752208	11754362
OG0001538	OX359248.1	54602930	54607590
OG0001546	OX359249.1	23331061	23334270
OG0001547	OX359250.1	6271174	6272344
OG0001550	OX359247.1	58975267	58989414
OG0001553	OX359247.1	1253222	1254817
OG0001577	OX359248.1	26037951	26039083
OG0001578	OX359247.1	26825885	26827606
OG0001584	OX359250.1	7237847	7238227
OG0001586	OX359247.1	66008270	66012170
OG0001588	OX359249.1	44964560	44967755
OG0001591	OX359249.1	19039020	19040839
OG0001592	OX359249.1	26465435	26480320
OG0001595	OX359246.1	11994558	11996031
OG0001596	OX359246.1	17449122	17500688
OG0001598	OX359250.1	40445081	40449724
OG0001602	OX359247.1	52998119	53007019
OG0001603	OX359248.1	48861339	48861732
OG0001617	OX359248.1	10365795	10483709
OG0001623	OX359248.1	18184331	18189927
OG0001624	OX359246.1	10750570	10752404
OG0001627	OX359247.1	14892800	14942783
OG0001635	OX359249.1	35728755	35732622
OG0001636	OX359249.1	47415860	47419037
OG0001639	OX359248.1	9766708	9843981
OG0001640	OX359248.1	36193538	36228602
OG0001649	OX359247.1	34193488	34195199
OG0001653	OX359247.1	19265172	19265928
OG0001654	OX359247.1	34436045	34437703
OG0001658	OX359247.1	49928205	49929782
OG0001661	OX359248.1	1399361	1406163
OG0001667	OX359246.1	38894665	38952371
OG0001674	OX359250.1	35632218	35637429
OG0001675	OX359246.1	11900822	11902133
OG0001676	OX359245.1	40530561	40532779
OG0001680	OX359249.1	38172127	38173593
OG0001683	OX359247.1	23379607	23382866
OG0001691	OX359249.1	17872440	17873969
OG0001693	OX359249.1	40368324	40371460
OG0001708	OX359246.1	26350444	26352188
OG0001715	OX359248.1	38564596	38568251
OG0001721	OX359248.1	3098059	3112082
OG0001726	OX359246.1	21335386	21337774
OG0001731	OX359248.1	32780417	32781249
OG0001732	OX359248.1	30379311	30380995
OG0001736	OX359247.1	1219844	1222112
OG0001739	OX359250.1	34785184	34825668
OG0001741	OX359247.1	3875308	3895544
OG0001742	OX359249.1	13034823	13048073
OG0001743	OX359249.1	44681105	44686777
OG0001748	OX359245.1	71654425	71658990
OG0001749	OX359249.1	13885728	13887176
OG0001756	OX359250.1	26165437	26166789
OG0001758	OX359250.1	38238481	38246166
OG0001759	OX359247.1	25230660	25232082
OG0001760	OX359247.1	37353947	37357227
OG0001761	OX359247.1	49258251	49263610
OG0001763	OX359248.1	52984124	52988385
OG0001784	OX359247.1	18721165	18724699
OG0001786	OX359250.1	25197487	25198155
OG0001790	OX359248.1	54477002	54479156
OG0001796	OX359247.1	45126583	45192920
OG0001799	OX359247.1	64369211	64372589
OG0001801	OX359250.1	34146551	34150850
OG0001802	OX359249.1	25295493	25301724
OG0001803	OX359250.1	38080273	38138334
OG0001806	OX359249.1	18334603	18336066
OG0001810	OX359248.1	24856639	24860588
OG0001812	OX359249.1	45745825	45748435
OG0001815	OX359249.1	9203073	9204789
OG0001816	OX359249.1	11580281	11588151
OG0001818	OX359249.1	21041999	21044559
OG0001819	OX359249.1	26350931	26353950
OG0001821	OX359249.1	38393286	38397693
OG0001822	OX359249.1	48760983	48781187
OG0001825	OX359246.1	23196077	23212053
OG0001826	OX359246.1	36637208	36640616
OG0001828	OX359250.1	44361597	44382627
OG0001830	OX359247.1	61400978	61401975
OG0001831	OX359247.1	62042831	62044528
OG0001832	OX359248.1	15344817	15346221
OG0001834	OX359248.1	51632298	51656262
OG0001843	OX359245.1	40107928	40110061
OG0001850	OX359247.1	23824055	23826638
OG0001867	OX359245.1	49340992	49350380
OG0001870	OX359248.1	44964102	44968010
OG0001872	OX359245.1	25018005	25020121
OG0001875	OX359247.1	16381999	16383551
OG0001876	OX359248.1	3193279	3197940
OG0001882	OX359248.1	40350615	40510859
OG0001889	OX359245.1	24476935	24484838
OG0001890	OX359248.1	32197636	32198713
OG0001891	OX359245.1	4395448	4467486
OG0001893	OX359245.1	6445968	6446525
OG0001896	OX359249.1	18537127	18539064
OG0001899	OX359249.1	40364589	40366733
OG0001900	OX359249.1	40586637	40601721
OG0001904	OX359246.1	19163011	19164189
OG0001906	OX359250.1	42629034	42632429
OG0001907	OX359250.1	44542818	44640199
OG0001908	OX359247.1	6175973	6187167
OG0001911	OX359247.1	47549397	47550314
OG0001913	OX359247.1	59861562	59865795
OG0001914	OX359248.1	2507443	2513575
OG0001915	OX359248.1	31683664	31725125
OG0001916	OX359248.1	47881242	47896442
OG0001939	OX359248.1	18109405	18115476
OG0001943	OX359249.1	53664913	53679656
OG0001946	OX359245.1	16971472	16972160
OG0001954	OX359246.1	12117636	12121584
OG0001957	OX359247.1	8939572	8958224
OG0001962	OX359247.1	17155158	17161565
OG0001963	OX359248.1	29486366	29497645
OG0001965	OX359247.1	38489518	38493916
OG0001966	OX359248.1	34771863	34775851
OG0001967	OX359249.1	18556573	18560141
OG0001971	OX359247.1	17495135	17498299
OG0001972	OX359245.1	40882413	40892377
OG0001977	OX359249.1	23672876	23702198
OG0001979	OX359249.1	35012222	35054413
OG0001983	OX359246.1	47220007	47223479
OG0001984	OX359246.1	54240528	54296852
OG0001985	OX359250.1	20073131	20074109
OG0001986	OX359250.1	25774810	25786959
OG0001987	OX359250.1	26163790	26165082
OG0001989	OX359247.1	28182289	28183503
OG0001991	OX359248.1	1826810	1827148
OG0001992	OX359248.1	38263007	38267663
OG0001993	OX359248.1	52924458	52929411
OG0002006	OX359247.1	22110476	22111619
OG0002008	OX359246.1	38471305	38472467
OG0002012	OX359246.1	26229672	26231236
OG0002016	OX359248.1	8011359	8012739
OG0002017	OX359246.1	65216857	65219855
OG0002023	OX359248.1	2793699	2798201
OG0002033	OX359248.1	48328090	48332865
OG0002036	OX359246.1	58896303	58899672
OG0002045	OX359248.1	22478207	22479273
OG0002048	OX359247.1	11982126	11984849
OG0002050	OX359248.1	17626278	17628249
OG0002052	OX359247.1	15622204	15844658
OG0002055	OX359249.1	30673562	30683943
OG0002056	OX359245.1	20166828	20170644
OG0002058	OX359248.1	27882150	27887183
OG0002061	OX359249.1	25885350	25890699
OG0002062	OX359249.1	31256445	31262204
OG0002063	OX359249.1	34913949	34917419
OG0002064	OX359249.1	53178027	53218906
OG0002065	OX359250.1	1952775	2041772
OG0002066	OX359250.1	21518958	21558376
OG0002067	OX359250.1	40254670	40255377
OG0002069	OX359247.1	12653904	12704155
OG0002070	OX359247.1	12956584	12961861
OG0002071	OX359247.1	54809977	54818078
OG0002072	OX359248.1	5196661	5197984
OG0002074	OX359248.1	13454129	13459360
OG0002075	OX359248.1	19784134	19852671
OG0002076	OX359248.1	21503377	21512907
OG0002110	OX359249.1	25310152	25312056
OG0002114	OX359248.1	16231329	16232627
OG0002117	OX359246.1	25945201	25950880
OG0002121	OX359249.1	2049617	2053327
OG0002124	OX359249.1	11994953	12000235
OG0002126	OX359247.1	30660448	30700751
OG0002127	OX359248.1	24312910	24316578
OG0002129	OX359245.1	18521215	18523569
OG0002131	OX359250.1	40469618	40475164
OG0002133	OX359247.1	44182152	44250130
OG0002135	OX359249.1	8061153	8076264
OG0002137	OX359249.1	1343405	1372930
OG0002138	OX359246.1	41386806	41421920
OG0002140	OX359245.1	31899615	31900662
OG0002143	OX359249.1	40198310	40279987
OG0002146	OX359246.1	25590671	25651520
OG0002147	OX359246.1	42545209	42548476
OG0002149	OX359247.1	36957080	37008727
OG0002151	OX359248.1	11163738	11205640
OG0002172	OX359249.1	46854567	46855499
OG0002176	OX359246.1	29695572	29697473
OG0002177	OX359246.1	69290073	69296223
OG0002183	OX359248.1	56511218	56523375
OG0002186	OX359248.1	5346979	5349000
OG0002193	OX359246.1	73413239	73416184
OG0002197	OX359248.1	29025534	29027114
OG0002202	OX359249.1	40753522	40761195
OG0002203	OX359248.1	40817639	40818563
OG0002207	OX359250.1	28694606	28706535
OG0002208	OX359250.1	15080562	15082919
OG0002211	OX359248.1	34434928	34439945
OG0002213	OX359245.1	11831362	11832519
OG0002217	OX359249.1	33029341	33034463
OG0002218	OX359249.1	16180602	16190166
OG0002222	OX359247.1	59809842	59813663
OG0002223	OX359245.1	19329664	19350779
OG0002225	OX359247.1	35062280	35065483
OG0002227	OX359245.1	16020380	16024293
OG0002229	OX359245.1	20772577	20774560
OG0002232	OX359249.1	13687496	13693407
OG0002233	OX359249.1	24883011	24891291
OG0002234	OX359249.1	32959536	32963796
OG0002235	OX359249.1	37143735	37147491
OG0002236	OX359249.1	43952215	43959098
OG0002241	OX359250.1	8799852	8809503
OG0002242	OX359250.1	22459731	22461038
OG0002244	OX359250.1	36196161	36215540
OG0002245	OX359247.1	21608713	21613331
OG0002246	OX359248.1	17574066	17616569
OG0002247	OX359248.1	19083882	19107224
OG0002248	OX359248.1	23174830	23207956
OG0002249	OX359248.1	38728252	38732641
OG0002250	OX359248.1	46132805	46138990
OG0002278	OX359249.1	1822719	1824626
OG0002285	OX359246.1	33680363	33681200
OG0002286	OX359250.1	22741024	22760889
OG0002293	OX359248.1	33996532	33997837
OG0002298	OX359249.1	29043842	29052666
OG0002300	OX359247.1	9883525	9982627
OG0002301	OX359245.1	40674083	40682207
OG0002305	OX359248.1	38954091	38955096
OG0002306	OX359248.1	36750036	36756108
OG0002308	OX359249.1	22688757	22691054
OG0002309	OX359250.1	31415176	31462061
OG0002310	OX359250.1	41861487	41864101
OG0002311	OX359249.1	28224406	28225515
OG0002312	OX359249.1	14178061	14188300
OG0002313	OX359250.1	17475594	17478574
OG0002314	OX359247.1	40858653	40865231
OG0002319	OX359248.1	8522676	8526596
OG0002321	OX359248.1	9552857	9554034
OG0002322	OX359245.1	42199246	42254838
OG0002324	OX359245.1	26003036	26006336
OG0002326	OX359245.1	19737654	19743180
OG0002328	OX359249.1	16431879	16433209
OG0002329	OX359249.1	17958515	17967646
OG0002331	OX359249.1	24746260	24784686
OG0002332	OX359249.1	29109632	29121118
OG0002333	OX359249.1	33077913	33085029
OG0002335	OX359249.1	46752224	46757830
OG0002338	OX359250.1	9496997	9578659
OG0002339	OX359250.1	15008417	15027013
OG0002341	OX359250.1	30336292	30337523
OG0002342	OX359250.1	35922600	35924555
OG0002345	OX359247.1	24596259	24600206
OG0002346	OX359247.1	37205902	37207300
OG0002347	OX359247.1	41391929	41585715
OG0002348	OX359247.1	48705928	48716828
OG0002349	OX359247.1	64320907	64344886
OG0002350	OX359248.1	8879955	8905552
OG0002351	OX359248.1	17183523	17186775
OG0002352	OX359248.1	22233431	22237200
OG0002353	OX359248.1	41832629	41901980
OG0002386	OX359248.1	10207771	10218287
OG0002389	OX359246.1	70626577	70643725
OG0002394	OX359246.1	30386729	30389708
OG0002400	OX359246.1	47431195	47433603
OG0002403	OX359249.1	36867443	36873496
OG0002408	OX359248.1	13965264	13966618
OG0002412	OX359247.1	34818573	34820481
OG0002415	OX359249.1	28216360	28217649
OG0002419	OX359246.1	42795686	42800829
OG0002424	OX359247.1	22449088	22453642
OG0002425	OX359247.1	45208612	45213225
OG0002432	OX359249.1	22981723	22983409
OG0002434	OX359249.1	27073471	27075679
OG0002435	OX359249.1	27207336	27211359
OG0002436	OX359249.1	29695444	29696236
OG0002439	OX359246.1	4593061	4594343
OG0002441	OX359246.1	11028049	11103106
OG0002445	OX359250.1	36169042	36170828
OG0002446	OX359250.1	37577895	37582209
OG0002448	OX359247.1	305300	335968
OG0002449	OX359247.1	7806407	7807232
OG0002450	OX359247.1	10599143	10601568
OG0002451	OX359247.1	13193241	13196174
OG0002452	OX359247.1	45199506	45202954
OG0002454	OX359248.1	15359376	15360315
OG0002455	OX359248.1	15483640	15490146
OG0002456	OX359248.1	35145647	35150701
OG0002458	OX359248.1	53929496	53951482
OG0002474	OX359245.1	26027658	26029330
OG0002483	OX359248.1	35736681	35737595
OG0002486	OX359246.1	62566673	62570674
OG0002498	OX359246.1	73848924	73852454
OG0002500	OX359245.1	64819303	64821151
OG0002504	OX359249.1	8583958	8584902
OG0002511	OX359248.1	30709654	30711531
OG0002513	OX359249.1	19539901	19540658
OG0002517	OX359250.1	41218392	41220116
OG0002518	OX359247.1	57800399	57850098
OG0002519	OX359246.1	48231376	48244956
OG0002520	OX359250.1	39643139	39645003
OG0002521	OX359250.1	20108973	20117586
OG0002522	OX359249.1	46912445	46915323
OG0002524	OX359250.1	39864493	39868687
OG0002526	OX359246.1	37769399	37782513
OG0002527	OX359245.1	19025744	19027517
OG0002531	OX359250.1	10140236	10150742
OG0002533	OX359245.1	20948551	20951422
OG0002535	OX359249.1	26763307	26770454
OG0002536	OX359249.1	33089267	33094619
OG0002537	OX359249.1	38320438	38329983
OG0002538	OX359249.1	50354347	50365037
OG0002541	OX359246.1	44130361	44138039
OG0002543	OX359250.1	3049785	3052563
OG0002544	OX359250.1	7256488	7259673
OG0002545	OX359250.1	12537253	12542836
OG0002546	OX359250.1	27885692	27887319
OG0002547	OX359247.1	10964381	10965543
OG0002548	OX359247.1	15916578	15918118
OG0002549	OX359247.1	16765788	16767956
OG0002550	OX359247.1	28272877	28275591
OG0002551	OX359247.1	42556559	42557972
OG0002552	OX359247.1	43498995	43534587
OG0002554	OX359248.1	1225370	1309499
OG0002555	OX359248.1	2394349	2396665
OG0002556	OX359248.1	18131352	18136559
OG0002557	OX359248.1	45409607	45423321
OG0002558	OX359248.1	45669593	45675303
OG0002591	OX359248.1	11832164	11833859
OG0002594	OX359247.1	59768592	59773252
OG0002596	OX359245.1	50788111	50791827
OG0002603	OX359245.1	56819168	56821472
OG0002608	OX359248.1	49769716	49785149
OG0002611	OX359246.1	12786598	12788092
OG0002613	OX359249.1	6513118	6517396
OG0002615	OX359249.1	32137543	32184419
OG0002618	OX359247.1	20663683	20664750
OG0002620	OX359250.1	29506587	29509211
OG0002622	OX359247.1	2130682	2131666
OG0002623	OX359246.1	10758850	10761949
OG0002624	OX359246.1	47977140	47978471
OG0002628	OX359246.1	46588860	46645312
OG0002631	OX359248.1	29681730	29749819
OG0002632	OX359245.1	50748512	50753232
OG0002635	OX359245.1	18636356	18639166
OG0002636	OX359249.1	33399247	33400798
OG0002637	OX359250.1	10453827	10456082
OG0002639	OX359245.1	15129665	15139556
OG0002641	OX359245.1	25006842	25010014
OG0002645	OX359249.1	5434367	5439373
OG0002647	OX359249.1	12475272	12481224
OG0002648	OX359249.1	13283735	13300806
OG0002649	OX359249.1	21735221	21736635
OG0002651	OX359249.1	25488264	25499495
OG0002652	OX359249.1	26427781	26445067
OG0002653	OX359249.1	43635191	43636554
OG0002655	OX359249.1	49106304	49110727
OG0002656	OX359249.1	51451771	51452625
OG0002660	OX359250.1	4897226	4903260
OG0002662	OX359250.1	28456198	28457861
OG0002665	OX359250.1	45807103	45822746
OG0002666	OX359247.1	8558522	8560343
OG0002667	OX359247.1	17992752	17994602
OG0002668	OX359247.1	25241273	25306542
OG0002669	OX359247.1	28918530	28962619
OG0002670	OX359247.1	47501886	47503204
OG0002671	OX359248.1	1498555	1550675
OG0002674	OX359248.1	10892558	10916909
OG0002675	OX359248.1	11913980	11915153
OG0002676	OX359248.1	16541603	16545733
OG0002677	OX359248.1	23604696	23605891
OG0002678	OX359248.1	26973973	26981511
OG0002679	OX359248.1	34313211	34316828
OG0002715	OX359245.1	28365877	28371012
OG0002718	OX359248.1	38061760	38067256
OG0002720	OX359250.1	36458605	36465956
OG0002721	OX359246.1	30484494	30486056
OG0002724	OX359249.1	12741155	12742773
OG0002726	OX359248.1	11840449	11891452
OG0002727	OX359245.1	44277000	44278775
OG0002730	OX359248.1	52963071	52967068
OG0002737	OX359247.1	25223096	25225483
OG0002741	OX359247.1	18738369	18739071
OG0002747	OX359248.1	47666328	47671660
OG0002751	OX359245.1	21242531	21244928
OG0002752	OX359249.1	30921069	30951705
OG0002753	OX359247.1	62058271	62060313
OG0002757	OX359249.1	17181599	17205057
OG0002763	OX359249.1	9162170	9166138
OG0002767	OX359248.1	26662834	26665164
OG0002768	OX359249.1	47319703	47322985
OG0002769	OX359248.1	3419165	3422191
OG0002770	OX359250.1	29663369	29681685
OG0002771	OX359247.1	12551144	12553059
OG0002773	OX359248.1	16691190	16693464
OG0002778	OX359247.1	19506634	19529159
OG0002780	OX359247.1	56013117	56019336
OG0002782	OX359246.1	48091359	48098096
OG0002783	OX359245.1	77586561	77640914
OG0002785	OX359245.1	20774830	20781528
OG0002786	OX359249.1	12341403	12468113
OG0002788	OX359247.1	6399485	6493571
OG0002789	OX359247.1	20827696	20830254
OG0002790	OX359248.1	7134528	7203213
OG0002795	OX359245.1	40441564	40493716
OG0002797	OX359245.1	61727648	61730898
OG0002798	OX359245.1	65366015	65369860
OG0002799	OX359249.1	4075289	4101955
OG0002800	OX359249.1	7256466	7261998
OG0002801	OX359249.1	7903113	7905766
OG0002802	OX359249.1	12093651	12109694
OG0002803	OX359249.1	23774544	23777932
OG0002804	OX359249.1	24597725	24621569
OG0002805	OX359249.1	25912824	25920269
OG0002806	OX359249.1	26300094	26309541
OG0002807	OX359249.1	30381588	30383744
OG0002809	OX359249.1	53274071	53281030
OG0002811	OX359246.1	27300484	27307442
OG0002813	OX359246.1	34344443	34345378
OG0002817	OX359246.1	70786780	70824894
OG0002819	OX359250.1	12119774	12123373
OG0002820	OX359250.1	29686815	29696521
OG0002821	OX359250.1	34641694	34712650
OG0002822	OX359250.1	35623015	35629988
OG0002823	OX359250.1	37036758	37038886
OG0002825	OX359250.1	39716245	39718121
OG0002831	OX359247.1	24125321	24128686
OG0002832	OX359247.1	24696221	24698616
OG0002833	OX359247.1	25666843	25762590
OG0002834	OX359247.1	40558731	40561477
OG0002835	OX359247.1	45679913	45682648
OG0002836	OX359247.1	66005704	66007104
OG0002837	OX359248.1	2494170	2499061
OG0002838	OX359248.1	3981076	3985586
OG0002839	OX359248.1	23874773	23880085
OG0002841	OX359248.1	28091254	28124372
OG0002842	OX359248.1	47249210	47250895
OG0002874	OX359248.1	15446147	15449175
OG0002879	OX359250.1	11454331	11461902
OG0002891	OX359245.1	11383303	11387225
OG0002899	OX359247.1	52431857	52432887
OG0002900	OX359250.1	43305250	43307532
OG0002903	OX359247.1	11882173	11888325
OG0002907	OX359249.1	3386760	3410915
OG0002913	OX359247.1	53910395	53913184
OG0002914	OX359248.1	13891525	13909173
OG0002917	OX359250.1	12791197	12792892
OG0002920	OX359250.1	31138907	31191225
OG0002923	OX359249.1	16470475	16473383
OG0002933	OX359248.1	33726458	33736666
OG0002937	OX359250.1	12636475	12637334
OG0002938	OX359245.1	65823427	65825095
OG0002939	OX359250.1	20138885	20140205
OG0002941	OX359250.1	6808240	6870762
OG0002942	OX359246.1	47504256	47511746
OG0002944	OX359249.1	8689997	8731354
OG0002946	OX359249.1	36268501	36284996
OG0002948	OX359247.1	49271887	49275132
OG0002949	OX359249.1	25292487	25294094
OG0002950	OX359250.1	35716113	35718281
OG0002954	OX359245.1	25996769	25999770
OG0002956	OX359245.1	38088356	38088937
OG0002958	OX359245.1	44867467	44873900
OG0002959	OX359245.1	53630323	53634746
OG0002960	OX359245.1	64598842	64599462
OG0002963	OX359249.1	2124178	2262952
OG0002964	OX359249.1	11568198	11569310
OG0002965	OX359249.1	15917791	15936200
OG0002966	OX359249.1	20719558	20722932
OG0002967	OX359249.1	23993614	23996933
OG0002968	OX359249.1	26568830	26598889
OG0002969	OX359249.1	27158272	27162523
